customer_id,age,gender,region,annual_income,membership_years,recency_days,frequency_last_year,monetary_last_year,avg_basket_value,online_purchase_ratio,preferred_category,_true_segment
C10259,47,Male,West,65646.53,3.48,33.1,14,582.21,40.16,0.65,Electronics,Bargain Hunter
C10260,31,Female,North,77804.39,7.51,6.6,29,4208.57,142.91,0.54,Groceries,High-Value Loyalist
C10261,36,Male,South,41347.08,1.42,54.8,5,72.86,13.82,0.68,Fashion,New / Occasional Shopper
C10262,28,Female,East,35560.53,1.86,8.0,12,762.31,63.36,0.97,Fashion,Young Digital Shopper
C10263,41,Female,South,95226.41,2.33,11.3,24,3228.24,136.58,0.5,Fashion,High-Value Loyalist
C10264,34,Female,West,25146.18,1.25,11.9,4,320.51,84.89,0.61,Fashion,New / Occasional Shopper
C10265,29,Male,North,111875.41,6.2,6.3,33,2630.08,79.27,0.58,Groceries,High-Value Loyalist
C10266,24,Female,East,40211.28,0.76,12.4,24,721.74,29.77,0.93,Groceries,Young Digital Shopper
C10267,26,Female,East,111683.41,3.85,6.7,27,3486.83,130.44,0.64,Groceries,High-Value Loyalist
C10268,30,Female,West,91942.26,6.48,14.9,38,3702.14,97.27,0.37,Fashion,High-Value Loyalist
C10269,49,Male,South,101538.74,5.87,7.6,24,1871.45,76.86,0.6,Fashion,High-Value Loyalist
C10270,47,Female,North,131981.81,3.45,8.4,28,3416.3,123.64,0.85,Home & Living,High-Value Loyalist
C10271,37,Female,West,94107.37,10.49,14.7,39,3513.7,90.55,0.49,Home & Living,High-Value Loyalist
C10272,26,Female,North,120129.65,5.64,12.8,43,2227.33,52.4,0.77,Beauty,High-Value Loyalist
C10273,54,Female,East,63011.23,2.17,19.6,14,305.18,22.47,0.38,Sports,Bargain Hunter
C10274,23,Female,West,77235.17,5.32,114.8,2,308.75,193.29,0.3,Groceries,At-Risk / Churning
C10275,31,Male,West,47233.55,2.13,14.1,19,672.18,34.95,0.98,Sports,Young Digital Shopper
C10276,22,Male,East,46472.96,1.74,5.3,13,870.92,69.42,0.99,Fashion,Young Digital Shopper
C10277,56,Non-binary,North,50735.53,2.29,13.5,10,198.4,20.03,0.78,Fashion,Bargain Hunter
C10278,45,Female,North,48850.42,0.48,47.8,5,236.1,43.41,0.72,Groceries,New / Occasional Shopper
C10279,31,Male,East,45223.29,0.1,41.0,3,208.33,66.32,0.62,Home & Living,New / Occasional Shopper
C10280,26,Female,South,97463.72,2.78,10.4,31,3597.02,115.44,0.26,Fashion,High-Value Loyalist
C10281,29,Male,South,39756.75,1.05,6.3,16,1118.46,70.64,0.89,Groceries,Young Digital Shopper
C10282,19,Female,South,53129.77,0.1,16.5,26,1165.5,45.26,0.87,Sports,Young Digital Shopper
C10283,22,Male,North,39608.97,0.61,5.3,14,581.97,42.51,0.88,Fashion,Young Digital Shopper
C10284,43,Female,North,48750.24,3.85,18.2,13,398.69,29.78,0.44,Fashion,Bargain Hunter
C10285,38,Male,East,41054.94,3.51,11.4,14,486.74,34.58,0.59,Sports,Bargain Hunter
C10286,50,Female,North,111402.1,6.06,7.5,36,3359.92,92.5,0.64,Fashion,High-Value Loyalist
C10287,29,Male,South,82143.53,3.04,4.5,19,816.14,42.17,0.84,Fashion,Young Digital Shopper
C10288,20,Female,North,41393.44,0.1,2.9,14,839.95,62.09,0.43,Home & Living,Bargain Hunter
C10289,53,Male,North,89923.48,4.51,4.8,27,3730.44,138.51,0.52,Sports,High-Value Loyalist
C10290,29,Female,West,25922.17,0.75,41.0,1,140.03,140.03,0.8,Home & Living,New / Occasional Shopper
C10291,52,Female,West,111644.59,2.81,10.2,34,3725.3,110.99,0.48,Groceries,High-Value Loyalist
C10292,41,Female,West,30955.18,0.79,21.4,5,173.59,35.28,0.27,Fashion,New / Occasional Shopper
C10293,54,Female,South,127847.82,4.51,1.9,26,3229.84,124.11,0.82,Groceries,High-Value Loyalist
C10294,27,Female,East,55833.03,1.02,12.8,4,30.64,8.38,0.44,Electronics,New / Occasional Shopper
C10295,23,Female,East,41690.16,0.68,39.5,6,20.0,3.35,0.48,Fashion,New / Occasional Shopper
C10296,33,Male,East,40426.98,0.57,27.1,4,283.39,80.76,0.5,Groceries,New / Occasional Shopper
C10297,27,Male,South,59382.1,0.47,53.5,4,161.04,41.58,0.58,Beauty,New / Occasional Shopper
C10298,51,Male,East,37495.53,8.08,60.8,7,235.1,32.26,0.2,Groceries,At-Risk / Churning
C10299,46,Female,South,53626.54,9.13,80.8,1,247.69,247.69,0.41,Home & Living,At-Risk / Churning
C10300,46,Female,North,114790.08,1.12,106.7,1,342.75,248.69,0.2,Sports,At-Risk / Churning
C10301,25,Male,North,74315.13,6.93,8.1,26,3476.37,136.06,0.37,Electronics,High-Value Loyalist
C10302,19,Male,West,36704.24,3.03,24.2,18,467.26,26.46,0.61,Fashion,Bargain Hunter
C10303,24,Male,East,34098.06,3.53,24.0,7,467.93,71.91,0.24,Fashion,Bargain Hunter
C10304,34,Female,North,63536.74,0.47,23.7,4,91.7,22.3,0.57,Beauty,New / Occasional Shopper
C10305,22,Non-binary,East,19243.53,6.22,9.4,14,180.23,13.34,0.23,Home & Living,Bargain Hunter
C10306,29,Female,East,55950.31,0.1,1.0,18,464.53,26.03,1.0,Groceries,Young Digital Shopper
C10307,28,Female,North,87051.88,3.89,145.6,2,75.14,36.68,0.0,Beauty,At-Risk / Churning
C10308,27,Female,West,52742.08,1.51,7.3,17,619.51,35.56,0.93,Electronics,Young Digital Shopper
C10309,29,Male,East,69184.0,7.7,4.2,22,3728.68,172.13,0.6,Beauty,High-Value Loyalist
C10310,51,Female,West,58576.18,1.49,20.7,17,437.28,25.84,0.44,Sports,Bargain Hunter
C10311,37,Female,East,70310.82,7.29,1.0,11,413.99,38.41,0.35,Fashion,Bargain Hunter
C10312,26,Male,North,23966.24,2.81,3.0,24,761.32,31.83,0.81,Fashion,Young Digital Shopper
C10313,23,Female,North,45126.35,0.47,2.8,14,636.68,45.39,0.83,Groceries,Young Digital Shopper
C10314,27,Female,North,68409.51,2.24,3.3,20,1043.81,50.97,0.86,Electronics,Young Digital Shopper
C10315,24,Male,North,43709.64,1.94,1.0,15,763.4,50.99,0.79,Fashion,Young Digital Shopper
C10316,27,Male,East,35590.67,2.51,4.8,16,1130.57,72.71,0.83,Sports,Young Digital Shopper
C10317,31,Female,East,65064.09,3.73,107.4,4,573.44,161.68,0.64,Beauty,At-Risk / Churning
C10318,21,Male,South,61995.46,1.67,7.4,20,1156.09,57.0,1.0,Fashion,Young Digital Shopper
C10319,40,Female,East,40185.3,0.1,35.1,4,212.56,48.41,0.38,Home & Living,New / Occasional Shopper
C10320,24,Female,East,54520.66,0.89,32.5,4,69.81,15.89,0.56,Groceries,New / Occasional Shopper
C10321,39,Male,North,82783.87,2.73,19.8,8,393.94,47.88,0.52,Sports,Bargain Hunter
C10322,21,Female,North,46207.98,2.39,5.3,16,896.9,55.47,0.88,Electronics,Young Digital Shopper
C10323,32,Male,North,60009.34,2.82,23.8,14,527.02,36.44,0.62,Electronics,Bargain Hunter
C10324,24,Female,East,35573.88,0.55,37.7,5,105.83,21.91,0.64,Electronics,New / Occasional Shopper
C10325,45,Male,North,56794.14,3.3,120.4,1,144.55,144.55,0.0,Beauty,At-Risk / Churning
C10326,42,Female,South,57909.26,0.19,36.2,3,272.36,83.58,0.65,Sports,New / Occasional Shopper
C10327,46,Male,East,83871.54,0.1,20.6,8,242.26,30.52,0.61,Sports,Bargain Hunter
C10328,53,Male,West,55606.77,3.62,99.1,3,151.06,45.2,0.72,Electronics,At-Risk / Churning
C10329,32,Male,North,65625.16,2.05,6.1,22,1117.55,51.28,0.83,Home & Living,Young Digital Shopper
C10330,62,Male,South,79493.15,2.0,67.3,2,169.62,110.65,0.5,Fashion,At-Risk / Churning
C10331,25,Male,South,60120.76,0.73,4.8,18,656.83,36.63,0.96,Fashion,Young Digital Shopper
C10332,34,Male,South,47817.94,4.13,119.6,3,118.72,34.88,0.41,Beauty,At-Risk / Churning
C10333,33,Male,South,39290.63,0.54,56.3,1,188.49,188.49,1.0,Electronics,New / Occasional Shopper
C10334,55,Female,West,101769.25,8.18,3.8,24,2808.21,117.55,0.6,Electronics,High-Value Loyalist
C10335,30,Male,East,33441.35,1.66,98.3,1,228.42,228.42,0.41,Beauty,At-Risk / Churning
C10336,46,Female,East,114107.34,4.48,11.0,28,2677.66,94.14,0.39,Home & Living,High-Value Loyalist
C10337,20,Male,West,44286.46,4.43,115.1,3,61.62,19.51,0.82,Electronics,At-Risk / Churning
C10338,38,Male,East,81903.67,3.49,18.6,34,3775.36,110.98,0.64,Groceries,High-Value Loyalist
C10339,33,Non-binary,South,20409.15,0.87,4.4,5,107.18,23.12,0.25,Home & Living,New / Occasional Shopper
C10340,39,Male,North,95159.22,6.1,12.4,35,2959.52,85.21,0.56,Fashion,High-Value Loyalist
C10341,29,Male,North,65697.48,1.41,53.1,5,334.72,67.55,0.57,Beauty,New / Occasional Shopper
C10342,19,Female,East,34659.82,1.05,41.3,5,355.51,74.15,0.52,Sports,New / Occasional Shopper
C10343,27,Male,West,71708.62,2.86,32.3,13,450.65,33.63,0.55,Electronics,Bargain Hunter
C10344,36,Female,West,39028.17,5.75,66.2,3,256.23,74.39,0.39,Electronics,At-Risk / Churning
C10345,44,Male,East,51331.46,0.16,97.1,1,149.33,149.33,0.55,Fashion,At-Risk / Churning
C10346,27,Female,North,49377.19,0.36,51.8,3,258.1,84.17,0.52,Fashion,New / Occasional Shopper
C10347,31,Male,North,45790.64,1.89,1.0,14,1068.38,78.64,1.0,Electronics,Young Digital Shopper
C10348,35,Female,West,46704.01,2.17,10.4,17,39.12,2.35,0.66,Groceries,Bargain Hunter
C10349,35,Female,South,82758.76,3.77,7.3,30,2890.7,94.83,0.31,Groceries,High-Value Loyalist
C10350,53,Male,East,54771.58,7.24,68.5,6,233.65,36.77,0.26,Sports,At-Risk / Churning
C10351,42,Female,West,95004.86,6.15,9.3,41,3435.37,84.72,0.19,Groceries,High-Value Loyalist
C10352,42,Female,South,55443.26,1.29,19.7,11,511.96,47.45,0.39,Beauty,Bargain Hunter
C10353,39,Male,North,31060.76,3.85,21.2,7,353.63,48.66,0.71,Home & Living,Bargain Hunter
C10354,58,Female,North,35313.66,3.27,35.3,15,506.6,33.58,0.33,Sports,Bargain Hunter
C10355,35,Male,East,23459.45,3.65,31.2,11,347.28,32.53,0.39,Sports,Bargain Hunter
C10356,53,Male,East,70382.06,1.93,80.0,1,272.45,272.45,0.06,Home & Living,At-Risk / Churning
C10357,43,Non-binary,West,51042.67,3.01,133.9,4,307.46,82.99,0.28,Fashion,At-Risk / Churning
C10358,42,Female,East,49491.68,0.95,18.6,14,186.79,13.4,0.38,Groceries,Bargain Hunter
C10359,18,Male,North,30807.34,3.56,18.7,9,221.34,24.3,0.89,Electronics,Bargain Hunter
C10360,38,Female,West,39293.51,0.69,30.7,5,33.39,6.39,0.97,Home & Living,New / Occasional Shopper
C10361,33,Female,South,74085.8,2.97,9.3,28,2874.91,101.24,0.4,Home & Living,High-Value Loyalist
C10362,35,Female,East,122847.61,5.39,7.6,36,2826.72,79.36,0.59,Electronics,High-Value Loyalist
C10363,40,Male,West,108435.53,6.12,4.2,27,2593.2,96.01,0.74,Sports,High-Value Loyalist
C10364,63,Female,East,75306.85,4.93,49.5,2,119.46,74.26,0.5,Beauty,At-Risk / Churning
C10365,21,Female,South,51255.81,4.53,3.4,13,476.69,36.35,0.88,Sports,Bargain Hunter
C10366,29,Female,South,40750.55,4.75,93.3,1,254.8,254.8,0.15,Groceries,At-Risk / Churning
C10367,48,Male,East,88007.32,5.52,85.2,1,225.44,154.12,0.08,Sports,At-Risk / Churning
C10368,22,Male,West,44786.47,2.59,3.7,20,1064.51,53.06,0.88,Beauty,Young Digital Shopper
C10369,36,Female,West,44819.55,0.22,30.3,9,106.47,12.03,0.71,Home & Living,New / Occasional Shopper
C10370,39,Male,South,70251.9,5.04,91.4,2,366.14,186.17,0.43,Sports,At-Risk / Churning
C10371,27,Non-binary,West,48709.12,1.18,3.4,27,634.87,23.11,0.91,Home & Living,Young Digital Shopper
C10372,22,Male,East,36362.18,1.74,7.3,12,806.44,66.46,0.71,Fashion,Young Digital Shopper
C10373,31,Female,West,32308.0,0.49,9.2,15,1430.47,92.32,0.94,Fashion,Young Digital Shopper
C10374,39,Male,West,91951.83,7.12,14.4,24,3263.91,138.84,0.69,Sports,High-Value Loyalist
C10375,26,Female,East,75987.59,3.13,9.6,27,3252.45,119.7,0.71,Beauty,High-Value Loyalist
C10376,23,Female,South,66472.16,0.6,48.6,5,341.48,74.55,0.35,Electronics,New / Occasional Shopper
C10377,41,Male,South,36507.85,1.26,26.9,15,460.85,30.26,0.13,Electronics,Bargain Hunter
C10378,18,Male,South,62913.96,0.81,6.5,15,1248.49,83.77,0.83,Home & Living,Young Digital Shopper
C10379,69,Female,West,67194.23,2.66,96.6,5,84.02,18.33,0.48,Fashion,At-Risk / Churning
C10380,43,Male,West,53653.45,2.82,1.0,12,516.32,44.07,0.59,Sports,Bargain Hunter
C10381,18,Male,West,49670.6,0.1,41.6,6,212.63,34.92,0.47,Sports,New / Occasional Shopper
C10382,43,Female,West,76023.57,5.76,88.7,6,218.67,39.22,0.44,Home & Living,At-Risk / Churning
C10383,32,Male,South,63879.23,4.56,35.5,12,376.09,31.45,0.65,Beauty,Bargain Hunter
C10384,31,Female,West,70685.51,1.38,9.0,19,933.78,48.58,0.92,Beauty,Young Digital Shopper
C10385,43,Male,North,27897.23,0.27,28.5,4,359.19,85.62,0.57,Home & Living,New / Occasional Shopper
C10386,18,Female,North,39945.24,4.67,153.3,4,105.16,25.15,0.34,Fashion,At-Risk / Churning
C10387,34,Female,West,36903.18,0.1,46.8,3,87.0,33.42,0.3,Fashion,New / Occasional Shopper
C10388,44,Female,West,73410.77,8.54,1.0,22,2869.7,132.02,0.46,Sports,High-Value Loyalist
C10389,30,Male,East,44365.43,0.48,22.5,4,111.14,28.63,0.68,Fashion,New / Occasional Shopper
C10390,53,Female,South,51038.75,2.95,88.6,3,138.54,48.91,0.36,Electronics,At-Risk / Churning
C10391,38,Male,North,105205.47,7.09,4.5,43,3819.98,88.58,0.75,Fashion,High-Value Loyalist
C10392,18,Female,West,45754.24,3.69,25.6,12,461.32,39.75,0.76,Fashion,Bargain Hunter
C10393,33,Male,West,92282.28,2.73,87.5,2,173.0,98.66,0.22,Groceries,At-Risk / Churning
C10394,40,Male,East,84327.33,5.26,13.5,30,3385.72,113.77,0.44,Home & Living,High-Value Loyalist
C10395,36,Male,South,67107.73,3.48,20.1,14,346.52,24.45,0.14,Groceries,Bargain Hunter
C10396,35,Female,North,39771.2,1.15,22.9,5,218.38,42.79,0.54,Groceries,New / Occasional Shopper
C10397,34,Male,South,58422.98,0.59,4.6,20,996.44,48.76,0.66,Home & Living,Young Digital Shopper
C10398,40,Male,North,67812.75,2.72,16.8,7,468.73,69.24,0.43,Fashion,Bargain Hunter
C10399,18,Female,East,46563.33,2.91,20.0,8,554.97,70.47,0.66,Fashion,Bargain Hunter
C10400,25,Female,North,47059.52,0.45,5.2,20,1175.96,58.04,0.78,Home & Living,Young Digital Shopper
C10401,33,Female,East,52579.01,1.03,13.6,8,125.2,16.54,0.68,Groceries,New / Occasional Shopper
C10402,50,Male,West,117149.46,2.03,92.5,6,428.79,69.02,0.42,Electronics,At-Risk / Churning
C10403,56,Female,North,98600.1,6.93,1.0,26,3657.76,140.92,0.51,Fashion,High-Value Loyalist
C10404,30,Male,West,45473.49,0.63,29.8,6,103.48,16.03,0.71,Beauty,New / Occasional Shopper
C10405,31,Male,West,74718.0,0.55,43.7,1,20.0,20.0,0.8,Fashion,New / Occasional Shopper
C10406,27,Female,North,58154.08,1.49,4.2,17,957.58,56.76,0.92,Home & Living,Young Digital Shopper
C10407,18,Female,South,74654.63,0.41,25.9,3,174.08,60.8,0.66,Beauty,New / Occasional Shopper
C10408,43,Male,East,52565.23,4.56,17.4,27,3606.44,133.0,0.34,Sports,High-Value Loyalist
C10409,25,Male,East,56371.2,0.1,25.2,3,157.9,51.02,0.91,Fashion,New / Occasional Shopper
C10410,33,Female,East,43768.0,7.5,44.6,2,20.0,13.06,0.15,Electronics,At-Risk / Churning
C10411,34,Male,East,29278.3,6.08,56.5,3,381.54,130.95,0.53,Beauty,At-Risk / Churning
C10412,39,Male,South,91378.58,2.57,18.2,17,3035.73,174.19,0.73,Sports,High-Value Loyalist
C10413,28,Female,North,21060.64,0.64,43.9,5,225.75,42.33,0.48,Sports,New / Occasional Shopper
C10414,61,Female,West,96722.52,3.42,2.1,29,2253.74,77.5,0.37,Home & Living,High-Value Loyalist
C10415,28,Female,East,54275.94,1.22,1.6,16,1031.6,63.31,0.83,Groceries,Young Digital Shopper
C10416,44,Female,North,123669.11,3.3,7.1,35,3591.56,102.39,0.33,Fashion,High-Value Loyalist
C10417,46,Male,South,72292.88,4.68,116.4,4,197.6,54.64,0.0,Beauty,At-Risk / Churning
C10418,36,Female,West,62887.16,0.72,9.1,14,796.1,56.1,0.87,Beauty,Young Digital Shopper
C10419,20,Female,North,62952.25,1.09,36.5,1,175.38,175.38,0.71,Fashion,New / Occasional Shopper
C10420,50,Female,West,33698.91,8.24,49.6,5,427.44,81.49,0.41,Home & Living,At-Risk / Churning
C10421,33,Female,East,126165.72,2.16,10.7,26,2732.21,106.37,0.59,Fashion,High-Value Loyalist
C10422,45,Female,North,85610.83,8.27,6.7,23,3087.14,131.6,0.83,Beauty,High-Value Loyalist
C10423,49,Female,North,115339.47,9.63,3.9,28,1924.63,69.9,0.72,Home & Living,High-Value Loyalist
C10424,55,Male,West,41918.22,2.88,68.4,4,295.64,69.51,0.25,Home & Living,At-Risk / Churning
C10425,19,Male,North,40011.55,0.1,40.1,4,52.78,14.49,0.85,Groceries,New / Occasional Shopper
C10426,26,Male,North,54739.94,0.1,10.5,15,1125.97,72.94,0.9,Home & Living,Young Digital Shopper
C10427,35,Male,North,50849.4,0.57,39.1,3,254.45,84.51,0.34,Electronics,New / Occasional Shopper
C10428,45,Female,South,114394.61,4.98,6.3,33,3234.82,98.97,0.42,Beauty,High-Value Loyalist
C10429,35,Female,East,48519.69,0.75,11.1,1,218.22,218.22,0.49,Fashion,New / Occasional Shopper
C10430,18,Male,East,70116.48,0.1,40.3,3,95.95,30.35,0.55,Fashion,New / Occasional Shopper
C10431,62,Male,North,51987.42,4.07,58.9,2,20.0,9.31,0.33,Electronics,At-Risk / Churning
C10432,63,Female,West,76411.99,6.28,116.3,3,401.95,138.86,0.06,Sports,At-Risk / Churning
C10433,19,Female,West,45082.97,1.29,22.6,5,20.0,4.21,0.22,Fashion,New / Occasional Shopper
C10434,32,Female,North,94946.01,4.04,13.1,31,3303.76,108.27,0.71,Beauty,High-Value Loyalist
C10435,24,Female,East,43322.33,0.52,6.3,19,635.47,33.15,0.94,Beauty,Young Digital Shopper
C10436,45,Non-binary,East,56856.13,5.4,12.5,24,4053.97,169.35,0.48,Home & Living,High-Value Loyalist
C10437,51,Female,East,52546.63,1.23,24.2,11,547.18,48.51,0.36,Electronics,Bargain Hunter
C10438,45,Male,South,74205.5,9.58,117.6,1,157.25,150.0,0.06,Home & Living,At-Risk / Churning
C10439,30,Female,South,59976.6,2.13,97.7,2,410.6,164.6,0.81,Electronics,At-Risk / Churning
C10440,47,Male,North,60635.33,0.41,33.0,4,106.51,26.15,0.83,Home & Living,New / Occasional Shopper
C10441,40,Female,West,90770.61,7.11,8.1,33,4352.55,132.81,0.64,Fashion,High-Value Loyalist
C10442,56,Male,North,63424.82,8.2,49.4,2,248.39,105.98,0.25,Home & Living,At-Risk / Churning
C10443,27,Female,East,48976.65,0.96,2.3,19,953.92,50.05,0.77,Fashion,Young Digital Shopper
C10444,28,Male,North,41024.18,2.58,7.9,18,89.11,4.93,0.84,Sports,Young Digital Shopper
C10445,68,Male,West,44787.74,4.62,85.1,1,487.81,487.81,0.33,Groceries,At-Risk / Churning
C10446,22,Female,North,35290.83,0.1,42.4,3,20.0,7.27,0.64,Groceries,New / Occasional Shopper
C10447,36,Male,West,46027.35,6.32,37.8,1,402.29,402.29,0.8,Beauty,At-Risk / Churning
C10448,33,Female,North,132075.79,4.17,7.1,41,4175.46,102.61,0.29,Electronics,High-Value Loyalist
C10449,47,Female,North,119924.78,4.78,58.1,3,346.31,100.15,0.35,Home & Living,At-Risk / Churning
C10450,46,Female,South,100896.81,3.16,10.9,36,3855.88,105.71,0.56,Electronics,High-Value Loyalist
C10451,33,Female,South,37825.01,0.1,21.0,2,31.39,19.34,0.6,Electronics,New / Occasional Shopper
C10452,30,Female,East,67595.04,2.72,103.5,2,198.82,104.58,0.46,Sports,At-Risk / Churning
C10453,49,Male,South,105827.9,7.52,12.6,16,4147.68,257.04,0.61,Groceries,High-Value Loyalist
C10454,39,Male,South,101608.6,9.59,6.4,33,2089.48,62.92,0.47,Beauty,High-Value Loyalist
C10455,21,Male,North,52030.15,2.29,3.1,18,1204.66,66.66,0.82,Fashion,Young Digital Shopper
C10456,32,Female,East,93618.89,1.31,50.8,5,101.17,21.76,0.63,Groceries,New / Occasional Shopper
C10457,46,Female,South,34420.76,3.94,24.9,6,196.88,32.63,0.55,Home & Living,Bargain Hunter
C10458,54,Female,South,40306.95,2.62,82.4,1,20.0,20.0,0.5,Fashion,At-Risk / Churning
C10459,39,Male,East,71806.22,3.4,68.5,1,277.26,277.26,0.26,Home & Living,At-Risk / Churning
C10460,42,Male,South,38072.7,1.62,29.1,12,476.9,39.11,0.31,Home & Living,Bargain Hunter
C10461,46,Female,West,78846.43,4.02,9.7,43,3271.7,76.86,0.77,Sports,High-Value Loyalist
C10462,34,Male,South,33504.17,1.5,22.9,6,287.24,48.06,0.95,Home & Living,New / Occasional Shopper
C10463,32,Male,North,56556.83,1.47,2.1,14,1097.58,79.35,0.87,Groceries,Young Digital Shopper
C10464,52,Female,North,24958.49,1.49,22.5,14,191.01,13.86,0.37,Beauty,Bargain Hunter
C10465,74,Female,East,43714.25,5.26,98.2,4,314.27,76.32,0.43,Groceries,At-Risk / Churning
C10466,34,Male,East,75914.42,5.0,107.3,4,418.4,115.26,0.39,Electronics,At-Risk / Churning
C10467,30,Female,East,34976.24,0.32,17.2,7,225.38,32.82,0.64,Beauty,New / Occasional Shopper
C10468,34,Female,East,94913.09,5.23,12.3,16,3159.7,192.85,0.49,Home & Living,High-Value Loyalist
C10469,59,Male,South,47465.09,3.01,22.9,19,337.5,17.78,0.86,Fashion,Bargain Hunter
C10470,41,Female,West,51081.17,2.43,13.8,11,554.6,49.07,0.5,Groceries,Bargain Hunter
C10471,51,Female,South,42659.89,0.75,13.3,13,649.13,51.86,0.73,Fashion,Bargain Hunter
C10472,39,Female,North,123879.38,6.74,1.0,18,2620.01,143.27,0.59,Fashion,High-Value Loyalist
C10473,47,Male,South,116162.34,2.85,1.0,35,2981.53,84.87,0.66,Fashion,High-Value Loyalist
C10474,31,Male,East,28976.94,2.79,6.1,14,1101.65,81.16,0.94,Fashion,Young Digital Shopper
C10475,32,Female,North,28281.04,2.44,8.4,24,872.38,36.67,0.78,Beauty,Young Digital Shopper
C10476,37,Female,South,62017.53,7.12,13.7,8,434.84,52.63,0.7,Fashion,Bargain Hunter
C10477,33,Female,East,80376.22,5.31,61.5,2,177.5,107.53,0.33,Beauty,At-Risk / Churning
C10478,30,Male,East,74555.72,4.41,83.7,5,160.92,30.23,0.03,Home & Living,At-Risk / Churning
C10479,35,Male,South,39815.14,0.1,37.6,7,311.19,45.22,0.61,Home & Living,Bargain Hunter
C10480,47,Male,East,59813.64,3.88,18.4,7,398.99,59.13,0.3,Home & Living,Bargain Hunter
C10481,27,Male,East,59094.9,1.77,4.8,17,1092.1,65.76,0.85,Home & Living,Young Digital Shopper
C10482,44,Female,North,64413.66,5.55,10.1,14,340.09,24.86,0.5,Sports,Bargain Hunter
C10483,35,Male,South,39553.45,1.29,2.1,15,873.65,56.77,0.69,Groceries,Young Digital Shopper
C10484,45,Female,South,84187.46,1.05,10.9,32,2662.02,82.31,0.48,Groceries,High-Value Loyalist
C10485,38,Female,South,38764.64,3.72,14.9,6,445.67,73.08,0.59,Beauty,Bargain Hunter
C10486,52,Male,North,30424.98,5.57,13.8,9,359.51,38.36,0.51,Home & Living,Bargain Hunter
C10487,29,Female,South,55683.63,1.96,2.8,23,901.89,38.8,0.77,Beauty,Young Digital Shopper
C10488,37,Male,East,41932.8,0.92,26.1,11,444.97,41.1,0.57,Sports,Bargain Hunter
C10489,44,Female,West,35029.06,2.88,21.3,12,510.35,40.88,0.26,Sports,Bargain Hunter
C10490,60,Male,North,66749.86,2.92,59.9,4,237.88,53.61,0.46,Sports,At-Risk / Churning
C10491,51,Male,East,69874.45,5.62,70.5,1,487.47,487.47,0.85,Electronics,At-Risk / Churning
C10492,54,Male,West,86822.31,3.64,54.7,3,287.43,104.47,0.52,Electronics,At-Risk / Churning
C10493,31,Male,North,47008.9,1.89,7.6,17,696.27,41.87,0.96,Sports,Young Digital Shopper
C10494,34,Male,West,48959.47,2.02,88.9,2,369.64,197.52,0.31,Beauty,At-Risk / Churning
C10495,48,Female,South,57503.97,3.52,24.6,12,391.77,31.9,0.36,Sports,Bargain Hunter
C10496,52,Male,South,60859.75,3.18,23.8,11,230.83,21.68,0.46,Groceries,Bargain Hunter
C10497,59,Male,South,46156.92,4.23,67.9,6,367.94,62.34,0.27,Groceries,At-Risk / Churning
C10498,28,Male,South,78419.91,2.73,6.8,22,444.06,19.9,0.84,Groceries,Young Digital Shopper
C10499,48,Male,North,27126.36,0.1,26.7,19,120.61,6.46,0.8,Sports,Bargain Hunter
C10500,18,Female,South,68922.76,0.1,113.8,4,341.88,91.71,0.27,Sports,At-Risk / Churning
C10501,42,Male,West,15181.86,0.8,12.3,2,36.63,15.87,0.66,Home & Living,New / Occasional Shopper
C10502,37,Male,East,36777.61,0.68,32.4,1,150.1,150.1,0.65,Beauty,New / Occasional Shopper
C10503,35,Male,West,56006.73,1.84,30.0,11,467.64,44.04,0.46,Groceries,Bargain Hunter
C10504,42,Male,North,52395.58,3.69,17.0,10,343.78,35.49,0.17,Fashion,Bargain Hunter
C10505,41,Female,South,97907.67,8.33,75.5,1,120.88,96.72,0.0,Electronics,At-Risk / Churning
C10506,21,Male,East,69735.21,3.7,4.6,18,1381.18,78.23,0.93,Beauty,Young Digital Shopper
C10507,24,Female,East,17295.06,0.1,30.8,6,233.9,37.19,0.65,Beauty,New / Occasional Shopper
C10508,42,Male,North,54334.29,7.63,12.0,14,20.0,1.38,0.58,Electronics,Bargain Hunter
C10509,41,Male,East,86673.51,5.53,13.2,31,3306.61,107.24,0.67,Electronics,High-Value Loyalist
C10510,43,Female,East,64211.58,5.56,5.3,35,2265.18,64.93,0.23,Beauty,High-Value Loyalist
C10511,27,Male,West,17122.68,0.98,41.8,5,20.0,3.76,0.88,Fashion,New / Occasional Shopper
C10512,47,Female,East,104372.98,5.24,12.3,17,2149.26,125.78,0.44,Sports,High-Value Loyalist
C10513,31,Female,North,61781.94,1.82,2.5,20,695.65,34.45,0.86,Sports,Young Digital Shopper
C10514,28,Male,East,40851.56,3.15,13.7,17,989.76,57.33,0.84,Beauty,Young Digital Shopper
C10515,52,Female,East,105532.51,5.73,7.7,35,4976.94,143.58,0.6,Beauty,High-Value Loyalist
C10516,23,Female,South,44660.19,3.27,1.0,13,794.66,60.75,0.88,Beauty,Young Digital Shopper
C10517,38,Female,East,87494.97,2.02,113.2,3,198.05,64.8,0.57,Fashion,At-Risk / Churning
C10518,39,Male,West,98696.4,6.9,4.1,30,2870.99,94.25,0.34,Electronics,High-Value Loyalist
