customer_id,age,gender,region,annual_income,recency_days,frequency_last_year,monetary_last_year,avg_basket_value,online_purchase_ratio,preferred_category,cluster,segment_name
C10252,39,Male,East,69197.52,20.1,11,579.65,55.0,0.3,Groceries,4,At-Risk / Churning
C10253,28,Male,West,70525.64,9.2,11,1371.04,124.93,0.85,Fashion,3,Young Digital Shoppers
C10254,22,Female,East,49202.04,4.9,29,1544.68,53.96,0.88,Electronics,3,Young Digital Shoppers
C10255,43,Male,South,51573.25,109.5,2,254.71,132.43,0.03,Groceries,4,At-Risk / Churning
C10256,45,Female,North,32308.47,38.5,2,159.5,75.46,0.8,Fashion,0,Price-Sensitive / Occasional Shoppers
C10257,29,Female,North,103846.15,18.3,36,1872.81,51.77,0.76,Beauty,2,High-Value Loyalists
C10258,51,Male,North,104907.8,1.5,32,1703.75,53.81,0.52,Sports,2,High-Value Loyalists
C10259,47,Male,West,65646.53,33.1,14,582.21,40.16,0.65,Electronics,0,Price-Sensitive / Occasional Shoppers
C10260,31,Female,North,77804.39,6.6,29,4208.57,142.91,0.54,Groceries,2,High-Value Loyalists
C10261,36,Male,South,41347.08,54.8,5,72.86,13.82,0.68,Fashion,0,Price-Sensitive / Occasional Shoppers
C10262,28,Female,East,35560.53,8.0,12,762.31,63.36,0.97,Fashion,3,Young Digital Shoppers
C10263,41,Female,South,95226.41,11.3,24,3228.24,136.58,0.5,Fashion,2,High-Value Loyalists
C10264,34,Female,West,25146.18,11.9,4,320.51,84.89,0.61,Fashion,0,Price-Sensitive / Occasional Shoppers
C10265,29,Male,North,111875.41,6.3,33,2630.08,79.27,0.58,Groceries,2,High-Value Loyalists
C10266,24,Female,East,40211.28,12.4,24,721.74,29.77,0.93,Groceries,3,Young Digital Shoppers
C10267,26,Female,East,111683.41,6.7,27,3486.83,130.44,0.64,Groceries,2,High-Value Loyalists
C10268,30,Female,West,91942.26,14.9,38,3702.14,97.27,0.37,Fashion,2,High-Value Loyalists
C10269,49,Male,South,101538.74,7.6,24,1871.45,76.86,0.6,Fashion,2,High-Value Loyalists
C10270,47,Female,North,131981.81,8.4,28,3416.3,123.64,0.85,Home & Living,2,High-Value Loyalists
C10271,37,Female,West,94107.37,14.7,39,3513.7,90.55,0.49,Home & Living,2,High-Value Loyalists
C10272,26,Female,North,120129.65,12.8,43,2227.33,52.4,0.77,Beauty,2,High-Value Loyalists
C10273,54,Female,East,63011.23,19.6,14,305.18,22.47,0.38,Sports,0,Price-Sensitive / Occasional Shoppers
C10274,23,Female,West,77235.17,114.8,2,308.75,193.29,0.3,Groceries,4,At-Risk / Churning
C10275,31,Male,West,47233.55,14.1,19,672.18,34.95,0.98,Sports,3,Young Digital Shoppers
C10276,22,Male,East,46472.96,5.3,13,870.92,69.42,0.99,Fashion,3,Young Digital Shoppers
C10277,56,Non-binary,North,50735.53,13.5,10,198.4,20.03,0.78,Fashion,0,Price-Sensitive / Occasional Shoppers
C10278,45,Female,North,48850.42,47.8,5,236.1,43.41,0.72,Groceries,0,Price-Sensitive / Occasional Shoppers
C10279,31,Male,East,45223.29,41.0,3,208.33,66.32,0.62,Home & Living,0,Price-Sensitive / Occasional Shoppers
C10280,26,Female,South,97463.72,10.4,31,3597.02,115.44,0.26,Fashion,2,High-Value Loyalists
C10281,29,Male,South,39756.75,6.3,16,1118.46,70.64,0.89,Groceries,3,Young Digital Shoppers
C10282,19,Female,South,53129.77,16.5,26,1165.5,45.26,0.87,Sports,3,Young Digital Shoppers
C10283,22,Male,North,39608.97,5.3,14,581.97,42.51,0.88,Fashion,3,Young Digital Shoppers
C10284,43,Female,North,48750.24,18.2,13,398.69,29.78,0.44,Fashion,0,Price-Sensitive / Occasional Shoppers
C10285,38,Male,East,41054.94,11.4,14,486.74,34.58,0.59,Sports,0,Price-Sensitive / Occasional Shoppers
C10286,50,Female,North,111402.1,7.5,36,3359.92,92.5,0.64,Fashion,2,High-Value Loyalists
C10287,29,Male,South,82143.53,4.5,19,816.14,42.17,0.84,Fashion,3,Young Digital Shoppers
C10288,20,Female,North,41393.44,2.9,14,839.95,62.09,0.43,Home & Living,0,Price-Sensitive / Occasional Shoppers
C10289,53,Male,North,89923.48,4.8,27,3730.44,138.51,0.52,Sports,2,High-Value Loyalists
C10290,29,Female,West,25922.17,41.0,1,140.03,140.03,0.8,Home & Living,0,Price-Sensitive / Occasional Shoppers
C10291,52,Female,West,111644.59,10.2,34,3725.3,110.99,0.48,Groceries,2,High-Value Loyalists
C10292,41,Female,West,30955.18,21.4,5,173.59,35.28,0.27,Fashion,0,Price-Sensitive / Occasional Shoppers
C10293,54,Female,South,127847.82,1.9,26,3229.84,124.11,0.82,Groceries,2,High-Value Loyalists
C10294,27,Female,East,55833.03,12.8,4,30.64,8.38,0.44,Electronics,0,Price-Sensitive / Occasional Shoppers
C10295,23,Female,East,41690.16,39.5,6,20.0,3.35,0.48,Fashion,0,Price-Sensitive / Occasional Shoppers
C10296,33,Male,East,40426.98,27.1,4,283.39,80.76,0.5,Groceries,0,Price-Sensitive / Occasional Shoppers
C10297,27,Male,South,59382.1,53.5,4,161.04,41.58,0.58,Beauty,0,Price-Sensitive / Occasional Shoppers
C10298,51,Male,East,37495.53,60.8,7,235.1,32.26,0.2,Groceries,4,At-Risk / Churning
C10299,46,Female,South,53626.54,80.8,1,247.69,247.69,0.41,Home & Living,1,Infrequent Big Spenders
C10300,46,Female,North,114790.08,106.7,1,342.75,248.69,0.2,Sports,1,Infrequent Big Spenders
C10301,25,Male,North,74315.13,8.1,26,3476.37,136.06,0.37,Electronics,2,High-Value Loyalists
C10302,19,Male,West,36704.24,24.2,18,467.26,26.46,0.61,Fashion,3,Young Digital Shoppers
C10303,24,Male,East,34098.06,24.0,7,467.93,71.91,0.24,Fashion,0,Price-Sensitive / Occasional Shoppers
C10304,34,Female,North,63536.74,23.7,4,91.7,22.3,0.57,Beauty,0,Price-Sensitive / Occasional Shoppers
C10305,22,Non-binary,East,19243.53,9.4,14,180.23,13.34,0.23,Home & Living,0,Price-Sensitive / Occasional Shoppers
C10306,29,Female,East,55950.31,1.0,18,464.53,26.03,1.0,Groceries,3,Young Digital Shoppers
C10307,28,Female,North,87051.88,145.6,2,75.14,36.68,0.0,Beauty,4,At-Risk / Churning
C10308,27,Female,West,52742.08,7.3,17,619.51,35.56,0.93,Electronics,3,Young Digital Shoppers
C10309,29,Male,East,69184.0,4.2,22,3728.68,172.13,0.6,Beauty,2,High-Value Loyalists
C10310,51,Female,West,58576.18,20.7,17,437.28,25.84,0.44,Sports,0,Price-Sensitive / Occasional Shoppers
C10311,37,Female,East,70310.82,1.0,11,413.99,38.41,0.35,Fashion,0,Price-Sensitive / Occasional Shoppers
C10312,26,Male,North,23966.24,3.0,24,761.32,31.83,0.81,Fashion,3,Young Digital Shoppers
C10313,23,Female,North,45126.35,2.8,14,636.68,45.39,0.83,Groceries,3,Young Digital Shoppers
C10314,27,Female,North,68409.51,3.3,20,1043.81,50.97,0.86,Electronics,3,Young Digital Shoppers
C10315,24,Male,North,43709.64,1.0,15,763.4,50.99,0.79,Fashion,3,Young Digital Shoppers
C10316,27,Male,East,35590.67,4.8,16,1130.57,72.71,0.83,Sports,3,Young Digital Shoppers
C10317,31,Female,East,65064.09,107.4,4,573.44,161.68,0.64,Beauty,4,At-Risk / Churning
C10318,21,Male,South,61995.46,7.4,20,1156.09,57.0,1.0,Fashion,3,Young Digital Shoppers
C10319,40,Female,East,40185.3,35.1,4,212.56,48.41,0.38,Home & Living,0,Price-Sensitive / Occasional Shoppers
C10320,24,Female,East,54520.66,32.5,4,69.81,15.89,0.56,Groceries,0,Price-Sensitive / Occasional Shoppers
C10321,39,Male,North,82783.87,19.8,8,393.94,47.88,0.52,Sports,0,Price-Sensitive / Occasional Shoppers
C10322,21,Female,North,46207.98,5.3,16,896.9,55.47,0.88,Electronics,3,Young Digital Shoppers
C10323,32,Male,North,60009.34,23.8,14,527.02,36.44,0.62,Electronics,0,Price-Sensitive / Occasional Shoppers
C10324,24,Female,East,35573.88,37.7,5,105.83,21.91,0.64,Electronics,0,Price-Sensitive / Occasional Shoppers
C10325,45,Male,North,56794.14,120.4,1,144.55,144.55,0.0,Beauty,4,At-Risk / Churning
C10326,42,Female,South,57909.26,36.2,3,272.36,83.58,0.65,Sports,0,Price-Sensitive / Occasional Shoppers
C10327,46,Male,East,83871.54,20.6,8,242.26,30.52,0.61,Sports,0,Price-Sensitive / Occasional Shoppers
C10328,53,Male,West,55606.77,99.1,3,151.06,45.2,0.72,Electronics,4,At-Risk / Churning
C10329,32,Male,North,65625.16,6.1,22,1117.55,51.28,0.83,Home & Living,3,Young Digital Shoppers
C10330,62,Male,South,79493.15,67.3,2,169.62,110.65,0.5,Fashion,4,At-Risk / Churning
C10331,25,Male,South,60120.76,4.8,18,656.83,36.63,0.96,Fashion,3,Young Digital Shoppers
C10332,34,Male,South,47817.94,119.6,3,118.72,34.88,0.41,Beauty,4,At-Risk / Churning
C10333,33,Male,South,39290.63,56.3,1,188.49,188.49,1.0,Electronics,0,Price-Sensitive / Occasional Shoppers
C10334,55,Female,West,101769.25,3.8,24,2808.21,117.55,0.6,Electronics,2,High-Value Loyalists
C10335,30,Male,East,33441.35,98.3,1,228.42,228.42,0.41,Beauty,1,Infrequent Big Spenders
C10336,46,Female,East,114107.34,11.0,28,2677.66,94.14,0.39,Home & Living,2,High-Value Loyalists
C10337,20,Male,West,44286.46,115.1,3,61.62,19.51,0.82,Electronics,4,At-Risk / Churning
C10338,38,Male,East,81903.67,18.6,34,3775.36,110.98,0.64,Groceries,2,High-Value Loyalists
C10339,33,Non-binary,South,20409.15,4.4,5,107.18,23.12,0.25,Home & Living,0,Price-Sensitive / Occasional Shoppers
C10340,39,Male,North,95159.22,12.4,35,2959.52,85.21,0.56,Fashion,2,High-Value Loyalists
C10341,29,Male,North,65697.48,53.1,5,334.72,67.55,0.57,Beauty,0,Price-Sensitive / Occasional Shoppers
C10342,19,Female,East,34659.82,41.3,5,355.51,74.15,0.52,Sports,0,Price-Sensitive / Occasional Shoppers
C10343,27,Male,West,71708.62,32.3,13,450.65,33.63,0.55,Electronics,0,Price-Sensitive / Occasional Shoppers
C10344,36,Female,West,39028.17,66.2,3,256.23,74.39,0.39,Electronics,4,At-Risk / Churning
C10345,44,Male,East,51331.46,97.1,1,149.33,149.33,0.55,Fashion,4,At-Risk / Churning
C10346,27,Female,North,49377.19,51.8,3,258.1,84.17,0.52,Fashion,0,Price-Sensitive / Occasional Shoppers
C10347,31,Male,North,45790.64,1.0,14,1068.38,78.64,1.0,Electronics,3,Young Digital Shoppers
C10348,35,Female,West,46704.01,10.4,17,39.12,2.35,0.66,Groceries,0,Price-Sensitive / Occasional Shoppers
C10349,35,Female,South,82758.76,7.3,30,2890.7,94.83,0.31,Groceries,2,High-Value Loyalists
C10350,53,Male,East,54771.58,68.5,6,233.65,36.77,0.26,Sports,4,At-Risk / Churning
C10351,42,Female,West,95004.86,9.3,41,3435.37,84.72,0.19,Groceries,2,High-Value Loyalists
C10352,42,Female,South,55443.26,19.7,11,511.96,47.45,0.39,Beauty,0,Price-Sensitive / Occasional Shoppers
C10353,39,Male,North,31060.76,21.2,7,353.63,48.66,0.71,Home & Living,0,Price-Sensitive / Occasional Shoppers
C10354,58,Female,North,35313.66,35.3,15,506.6,33.58,0.33,Sports,0,Price-Sensitive / Occasional Shoppers
C10355,35,Male,East,23459.45,31.2,11,347.28,32.53,0.39,Sports,0,Price-Sensitive / Occasional Shoppers
C10356,53,Male,East,70382.06,80.0,1,272.45,272.45,0.06,Home & Living,1,Infrequent Big Spenders
C10357,43,Non-binary,West,51042.67,133.9,4,307.46,82.99,0.28,Fashion,4,At-Risk / Churning
C10358,42,Female,East,49491.68,18.6,14,186.79,13.4,0.38,Groceries,0,Price-Sensitive / Occasional Shoppers
C10359,18,Male,North,30807.34,18.7,9,221.34,24.3,0.89,Electronics,3,Young Digital Shoppers
C10360,38,Female,West,39293.51,30.7,5,33.39,6.39,0.97,Home & Living,3,Young Digital Shoppers
C10361,33,Female,South,74085.8,9.3,28,2874.91,101.24,0.4,Home & Living,2,High-Value Loyalists
C10362,35,Female,East,122847.61,7.6,36,2826.72,79.36,0.59,Electronics,2,High-Value Loyalists
C10363,40,Male,West,108435.53,4.2,27,2593.2,96.01,0.74,Sports,2,High-Value Loyalists
C10364,63,Female,East,75306.85,49.5,2,119.46,74.26,0.5,Beauty,4,At-Risk / Churning
C10365,21,Female,South,51255.81,3.4,13,476.69,36.35,0.88,Sports,3,Young Digital Shoppers
C10366,29,Female,South,40750.55,93.3,1,254.8,254.8,0.15,Groceries,1,Infrequent Big Spenders
C10367,48,Male,East,88007.32,85.2,1,225.44,154.12,0.08,Sports,4,At-Risk / Churning
C10368,22,Male,West,44786.47,3.7,20,1064.51,53.06,0.88,Beauty,3,Young Digital Shoppers
C10369,36,Female,West,44819.55,30.3,9,106.47,12.03,0.71,Home & Living,0,Price-Sensitive / Occasional Shoppers
C10370,39,Male,South,70251.9,91.4,2,366.14,186.17,0.43,Sports,4,At-Risk / Churning
C10371,27,Non-binary,West,48709.12,3.4,27,634.87,23.11,0.91,Home & Living,3,Young Digital Shoppers
C10372,22,Male,East,36362.18,7.3,12,806.44,66.46,0.71,Fashion,3,Young Digital Shoppers
C10373,31,Female,West,32308.0,9.2,15,1430.47,92.32,0.94,Fashion,3,Young Digital Shoppers
C10374,39,Male,West,91951.83,14.4,24,3263.91,138.84,0.69,Sports,2,High-Value Loyalists
C10375,26,Female,East,75987.59,9.6,27,3252.45,119.7,0.71,Beauty,2,High-Value Loyalists
C10376,23,Female,South,66472.16,48.6,5,341.48,74.55,0.35,Electronics,0,Price-Sensitive / Occasional Shoppers
C10377,41,Male,South,36507.85,26.9,15,460.85,30.26,0.13,Electronics,0,Price-Sensitive / Occasional Shoppers
C10378,18,Male,South,62913.96,6.5,15,1248.49,83.77,0.83,Home & Living,3,Young Digital Shoppers
C10379,69,Female,West,67194.23,96.6,5,84.02,18.33,0.48,Fashion,4,At-Risk / Churning
C10380,43,Male,West,53653.45,1.0,12,516.32,44.07,0.59,Sports,0,Price-Sensitive / Occasional Shoppers
C10381,18,Male,West,49670.6,41.6,6,212.63,34.92,0.47,Sports,0,Price-Sensitive / Occasional Shoppers
C10382,43,Female,West,76023.57,88.7,6,218.67,39.22,0.44,Home & Living,4,At-Risk / Churning
C10383,32,Male,South,63879.23,35.5,12,376.09,31.45,0.65,Beauty,0,Price-Sensitive / Occasional Shoppers
C10384,31,Female,West,70685.51,9.0,19,933.78,48.58,0.92,Beauty,3,Young Digital Shoppers
C10385,43,Male,North,27897.23,28.5,4,359.19,85.62,0.57,Home & Living,0,Price-Sensitive / Occasional Shoppers
C10386,18,Female,North,39945.24,153.3,4,105.16,25.15,0.34,Fashion,4,At-Risk / Churning
C10387,34,Female,West,36903.18,46.8,3,87.0,33.42,0.3,Fashion,0,Price-Sensitive / Occasional Shoppers
C10388,44,Female,West,73410.77,1.0,22,2869.7,132.02,0.46,Sports,2,High-Value Loyalists
C10389,30,Male,East,44365.43,22.5,4,111.14,28.63,0.68,Fashion,0,Price-Sensitive / Occasional Shoppers
C10390,53,Female,South,51038.75,88.6,3,138.54,48.91,0.36,Electronics,4,At-Risk / Churning
C10391,38,Male,North,105205.47,4.5,43,3819.98,88.58,0.75,Fashion,2,High-Value Loyalists
C10392,18,Female,West,45754.24,25.6,12,461.32,39.75,0.76,Fashion,3,Young Digital Shoppers
C10393,33,Male,West,92282.28,87.5,2,173.0,98.66,0.22,Groceries,4,At-Risk / Churning
C10394,40,Male,East,84327.33,13.5,30,3385.72,113.77,0.44,Home & Living,2,High-Value Loyalists
C10395,36,Male,South,67107.73,20.1,14,346.52,24.45,0.14,Groceries,0,Price-Sensitive / Occasional Shoppers
C10396,35,Female,North,39771.2,22.9,5,218.38,42.79,0.54,Groceries,0,Price-Sensitive / Occasional Shoppers
C10397,34,Male,South,58422.98,4.6,20,996.44,48.76,0.66,Home & Living,3,Young Digital Shoppers
C10398,40,Male,North,67812.75,16.8,7,468.73,69.24,0.43,Fashion,0,Price-Sensitive / Occasional Shoppers
C10399,18,Female,East,46563.33,20.0,8,554.97,70.47,0.66,Fashion,3,Young Digital Shoppers
C10400,25,Female,North,47059.52,5.2,20,1175.96,58.04,0.78,Home & Living,3,Young Digital Shoppers
C10401,33,Female,East,52579.01,13.6,8,125.2,16.54,0.68,Groceries,0,Price-Sensitive / Occasional Shoppers
C10402,50,Male,West,117149.46,92.5,6,428.79,69.02,0.42,Electronics,4,At-Risk / Churning
C10403,56,Female,North,98600.1,1.0,26,3657.76,140.92,0.51,Fashion,2,High-Value Loyalists
C10404,30,Male,West,45473.49,29.8,6,103.48,16.03,0.71,Beauty,0,Price-Sensitive / Occasional Shoppers
C10405,31,Male,West,74718.0,43.7,1,20.0,20.0,0.8,Fashion,0,Price-Sensitive / Occasional Shoppers
C10406,27,Female,North,58154.08,4.2,17,957.58,56.76,0.92,Home & Living,3,Young Digital Shoppers
C10407,18,Female,South,74654.63,25.9,3,174.08,60.8,0.66,Beauty,0,Price-Sensitive / Occasional Shoppers
C10408,43,Male,East,52565.23,17.4,27,3606.44,133.0,0.34,Sports,2,High-Value Loyalists
C10409,25,Male,East,56371.2,25.2,3,157.9,51.02,0.91,Fashion,3,Young Digital Shoppers
C10410,33,Female,East,43768.0,44.6,2,20.0,13.06,0.15,Electronics,4,At-Risk / Churning
C10411,34,Male,East,29278.3,56.5,3,381.54,130.95,0.53,Beauty,4,At-Risk / Churning
C10412,39,Male,South,91378.58,18.2,17,3035.73,174.19,0.73,Sports,2,High-Value Loyalists
C10413,28,Female,North,21060.64,43.9,5,225.75,42.33,0.48,Sports,0,Price-Sensitive / Occasional Shoppers
C10414,61,Female,West,96722.52,2.1,29,2253.74,77.5,0.37,Home & Living,2,High-Value Loyalists
C10415,28,Female,East,54275.94,1.6,16,1031.6,63.31,0.83,Groceries,3,Young Digital Shoppers
C10416,44,Female,North,123669.11,7.1,35,3591.56,102.39,0.33,Fashion,2,High-Value Loyalists
C10417,46,Male,South,72292.88,116.4,4,197.6,54.64,0.0,Beauty,4,At-Risk / Churning
C10418,36,Female,West,62887.16,9.1,14,796.1,56.1,0.87,Beauty,3,Young Digital Shoppers
C10419,20,Female,North,62952.25,36.5,1,175.38,175.38,0.71,Fashion,0,Price-Sensitive / Occasional Shoppers
C10420,50,Female,West,33698.91,49.6,5,427.44,81.49,0.41,Home & Living,4,At-Risk / Churning
C10421,33,Female,East,126165.72,10.7,26,2732.21,106.37,0.59,Fashion,2,High-Value Loyalists
C10422,45,Female,North,85610.83,6.7,23,3087.14,131.6,0.83,Beauty,2,High-Value Loyalists
C10423,49,Female,North,115339.47,3.9,28,1924.63,69.9,0.72,Home & Living,2,High-Value Loyalists
C10424,55,Male,West,41918.22,68.4,4,295.64,69.51,0.25,Home & Living,4,At-Risk / Churning
C10425,19,Male,North,40011.55,40.1,4,52.78,14.49,0.85,Groceries,3,Young Digital Shoppers
C10426,26,Male,North,54739.94,10.5,15,1125.97,72.94,0.9,Home & Living,3,Young Digital Shoppers
C10427,35,Male,North,50849.4,39.1,3,254.45,84.51,0.34,Electronics,0,Price-Sensitive / Occasional Shoppers
C10428,45,Female,South,114394.61,6.3,33,3234.82,98.97,0.42,Beauty,2,High-Value Loyalists
C10429,35,Female,East,48519.69,11.1,1,218.22,218.22,0.49,Fashion,0,Price-Sensitive / Occasional Shoppers
C10430,18,Male,East,70116.48,40.3,3,95.95,30.35,0.55,Fashion,0,Price-Sensitive / Occasional Shoppers
C10431,62,Male,North,51987.42,58.9,2,20.0,9.31,0.33,Electronics,4,At-Risk / Churning
C10432,63,Female,West,76411.99,116.3,3,401.95,138.86,0.06,Sports,4,At-Risk / Churning
C10433,19,Female,West,45082.97,22.6,5,20.0,4.21,0.22,Fashion,0,Price-Sensitive / Occasional Shoppers
C10434,32,Female,North,94946.01,13.1,31,3303.76,108.27,0.71,Beauty,2,High-Value Loyalists
C10435,24,Female,East,43322.33,6.3,19,635.47,33.15,0.94,Beauty,3,Young Digital Shoppers
C10436,45,Non-binary,East,56856.13,12.5,24,4053.97,169.35,0.48,Home & Living,2,High-Value Loyalists
C10437,51,Female,East,52546.63,24.2,11,547.18,48.51,0.36,Electronics,0,Price-Sensitive / Occasional Shoppers
C10438,45,Male,South,74205.5,117.6,1,157.25,150.0,0.06,Home & Living,4,At-Risk / Churning
C10439,30,Female,South,59976.6,97.7,2,410.6,164.6,0.81,Electronics,4,At-Risk / Churning
C10440,47,Male,North,60635.33,33.0,4,106.51,26.15,0.83,Home & Living,0,Price-Sensitive / Occasional Shoppers
C10441,40,Female,West,90770.61,8.1,33,4352.55,132.81,0.64,Fashion,2,High-Value Loyalists
C10442,56,Male,North,63424.82,49.4,2,248.39,105.98,0.25,Home & Living,4,At-Risk / Churning
C10443,27,Female,East,48976.65,2.3,19,953.92,50.05,0.77,Fashion,3,Young Digital Shoppers
C10444,28,Male,North,41024.18,7.9,18,89.11,4.93,0.84,Sports,3,Young Digital Shoppers
C10445,68,Male,West,44787.74,85.1,1,487.81,487.81,0.33,Groceries,1,Infrequent Big Spenders
C10446,22,Female,North,35290.83,42.4,3,20.0,7.27,0.64,Groceries,0,Price-Sensitive / Occasional Shoppers
C10447,36,Male,West,46027.35,37.8,1,402.29,402.29,0.8,Beauty,1,Infrequent Big Spenders
C10448,33,Female,North,132075.79,7.1,41,4175.46,102.61,0.29,Electronics,2,High-Value Loyalists
C10449,47,Female,North,119924.78,58.1,3,346.31,100.15,0.35,Home & Living,4,At-Risk / Churning
C10450,46,Female,South,100896.81,10.9,36,3855.88,105.71,0.56,Electronics,2,High-Value Loyalists
C10451,33,Female,South,37825.01,21.0,2,31.39,19.34,0.6,Electronics,0,Price-Sensitive / Occasional Shoppers
C10452,30,Female,East,67595.04,103.5,2,198.82,104.58,0.46,Sports,4,At-Risk / Churning
C10453,49,Male,South,105827.9,12.6,16,4147.68,257.04,0.61,Groceries,2,High-Value Loyalists
C10454,39,Male,South,101608.6,6.4,33,2089.48,62.92,0.47,Beauty,2,High-Value Loyalists
C10455,21,Male,North,52030.15,3.1,18,1204.66,66.66,0.82,Fashion,3,Young Digital Shoppers
C10456,32,Female,East,93618.89,50.8,5,101.17,21.76,0.63,Groceries,0,Price-Sensitive / Occasional Shoppers
C10457,46,Female,South,34420.76,24.9,6,196.88,32.63,0.55,Home & Living,0,Price-Sensitive / Occasional Shoppers
C10458,54,Female,South,40306.95,82.4,1,20.0,20.0,0.5,Fashion,4,At-Risk / Churning
C10459,39,Male,East,71806.22,68.5,1,277.26,277.26,0.26,Home & Living,1,Infrequent Big Spenders
C10460,42,Male,South,38072.7,29.1,12,476.9,39.11,0.31,Home & Living,0,Price-Sensitive / Occasional Shoppers
C10461,46,Female,West,78846.43,9.7,43,3271.7,76.86,0.77,Sports,2,High-Value Loyalists
C10462,34,Male,South,33504.17,22.9,6,287.24,48.06,0.95,Home & Living,3,Young Digital Shoppers
C10463,32,Male,North,56556.83,2.1,14,1097.58,79.35,0.87,Groceries,3,Young Digital Shoppers
C10464,52,Female,North,24958.49,22.5,14,191.01,13.86,0.37,Beauty,0,Price-Sensitive / Occasional Shoppers
C10465,74,Female,East,43714.25,98.2,4,314.27,76.32,0.43,Groceries,4,At-Risk / Churning
C10466,34,Male,East,75914.42,107.3,4,418.4,115.26,0.39,Electronics,4,At-Risk / Churning
C10467,30,Female,East,34976.24,17.2,7,225.38,32.82,0.64,Beauty,0,Price-Sensitive / Occasional Shoppers
C10468,34,Female,East,94913.09,12.3,16,3159.7,192.85,0.49,Home & Living,2,High-Value Loyalists
C10469,59,Male,South,47465.09,22.9,19,337.5,17.78,0.86,Fashion,0,Price-Sensitive / Occasional Shoppers
C10470,41,Female,West,51081.17,13.8,11,554.6,49.07,0.5,Groceries,0,Price-Sensitive / Occasional Shoppers
C10471,51,Female,South,42659.89,13.3,13,649.13,51.86,0.73,Fashion,0,Price-Sensitive / Occasional Shoppers
C10472,39,Female,North,123879.38,1.0,18,2620.01,143.27,0.59,Fashion,2,High-Value Loyalists
C10473,47,Male,South,116162.34,1.0,35,2981.53,84.87,0.66,Fashion,2,High-Value Loyalists
C10474,31,Male,East,28976.94,6.1,14,1101.65,81.16,0.94,Fashion,3,Young Digital Shoppers
C10475,32,Female,North,28281.04,8.4,24,872.38,36.67,0.78,Beauty,3,Young Digital Shoppers
C10476,37,Female,South,62017.53,13.7,8,434.84,52.63,0.7,Fashion,0,Price-Sensitive / Occasional Shoppers
C10477,33,Female,East,80376.22,61.5,2,177.5,107.53,0.33,Beauty,4,At-Risk / Churning
C10478,30,Male,East,74555.72,83.7,5,160.92,30.23,0.03,Home & Living,4,At-Risk / Churning
C10479,35,Male,South,39815.14,37.6,7,311.19,45.22,0.61,Home & Living,0,Price-Sensitive / Occasional Shoppers
C10480,47,Male,East,59813.64,18.4,7,398.99,59.13,0.3,Home & Living,0,Price-Sensitive / Occasional Shoppers
C10481,27,Male,East,59094.9,4.8,17,1092.1,65.76,0.85,Home & Living,3,Young Digital Shoppers
C10482,44,Female,North,64413.66,10.1,14,340.09,24.86,0.5,Sports,0,Price-Sensitive / Occasional Shoppers
C10483,35,Male,South,39553.45,2.1,15,873.65,56.77,0.69,Groceries,3,Young Digital Shoppers
C10484,45,Female,South,84187.46,10.9,32,2662.02,82.31,0.48,Groceries,2,High-Value Loyalists
C10485,38,Female,South,38764.64,14.9,6,445.67,73.08,0.59,Beauty,0,Price-Sensitive / Occasional Shoppers
C10486,52,Male,North,30424.98,13.8,9,359.51,38.36,0.51,Home & Living,0,Price-Sensitive / Occasional Shoppers
C10487,29,Female,South,55683.63,2.8,23,901.89,38.8,0.77,Beauty,3,Young Digital Shoppers
C10488,37,Male,East,41932.8,26.1,11,444.97,41.1,0.57,Sports,0,Price-Sensitive / Occasional Shoppers
C10489,44,Female,West,35029.06,21.3,12,510.35,40.88,0.26,Sports,0,Price-Sensitive / Occasional Shoppers
C10490,60,Male,North,66749.86,59.9,4,237.88,53.61,0.46,Sports,4,At-Risk / Churning
C10491,51,Male,East,69874.45,70.5,1,487.47,487.47,0.85,Electronics,1,Infrequent Big Spenders
C10492,54,Male,West,86822.31,54.7,3,287.43,104.47,0.52,Electronics,4,At-Risk / Churning
C10493,31,Male,North,47008.9,7.6,17,696.27,41.87,0.96,Sports,3,Young Digital Shoppers
C10494,34,Male,West,48959.47,88.9,2,369.64,197.52,0.31,Beauty,1,Infrequent Big Spenders
C10495,48,Female,South,57503.97,24.6,12,391.77,31.9,0.36,Sports,0,Price-Sensitive / Occasional Shoppers
C10496,52,Male,South,60859.75,23.8,11,230.83,21.68,0.46,Groceries,0,Price-Sensitive / Occasional Shoppers
C10497,59,Male,South,46156.92,67.9,6,367.94,62.34,0.27,Groceries,4,At-Risk / Churning
C10498,28,Male,South,78419.91,6.8,22,444.06,19.9,0.84,Groceries,3,Young Digital Shoppers
C10499,48,Male,North,27126.36,26.7,19,120.61,6.46,0.8,Sports,0,Price-Sensitive / Occasional Shoppers
C10500,18,Female,South,68922.76,113.8,4,341.88,91.71,0.27,Sports,4,At-Risk / Churning
C10501,42,Male,West,15181.86,12.3,2,36.63,15.87,0.66,Home & Living,0,Price-Sensitive / Occasional Shoppers
C10502,37,Male,East,36777.61,32.4,1,150.1,150.1,0.65,Beauty,0,Price-Sensitive / Occasional Shoppers
C10503,35,Male,West,56006.73,30.0,11,467.64,44.04,0.46,Groceries,0,Price-Sensitive / Occasional Shoppers
C10504,42,Male,North,52395.58,17.0,10,343.78,35.49,0.17,Fashion,0,Price-Sensitive / Occasional Shoppers
